1`(1,Agriculture,51,527,825,166,0,124,0,170,0,Yes)++,,
1`(2,Agriculture,24,860,855,161,0,154,0,141,0,Yes)++,,
1`(4,Agriculture,0,726,780,0,0,0,0,0,0,No)++,,yes = 44
1`(6,Agriculture,41,794,746,149,167,48,0,0,0,Yes)++,,
1`(10,Agriculture,0,842,904,169,155,47,166,155,171,No)++,,No = 294
1`(11,Agriculture,45,729,700,155,0,131,0,123,0,Yes)++,,
1`(14,Agriculture,47,608,733,142,98,117,155,137,43,Yes)++,,
1`(16,Agriculture,35,859,829,153,157,138,154,139,46,Yes)++,,
1`(18,Agriculture,56,895,893,165,153,179,145,162,42,Yes)++,,
1`(19,Agriculture,1,863,816,150,156,132,39,152,144,Yes)++,,
1`(21,Agriculture,45,931,861,174,157,156,145,46,40,Yes)++,,
1`(25,Agriculture,59,926,828,169,151,156,143,120,43,Yes)++,,
1`(26,Agriculture,48,712,725,135,154,42,123,118,114,No)++,,
1`(32,Agriculture,47,845,771,144,140,125,114,161,43,Yes)++,,
1`(33,Agriculture,60,768,693,126,99,105,142,0,0,Yes)++,,
1`(34,Agriculture,65,941,857,155,173,159,124,170,0,Yes)++,,
1`(35,Agriculture,43,865,789,133,135,173,121,138,43,Yes)++,,
1`(37,Agriculture,65,920,874,152,179,159,160,0,0,Yes)++,,
1`(38,Agriculture,52,793,787,148,127,40,140,155,137,Yes)++,,
1`(39,Agriculture,1,875,714,137,47,45,114,115,122,No)++,,
1`(40,Agriculture,45,877,782,145,143,156,133,124,39,Yes)++,,
1`(42,Agriculture,27,859,772,153,109,83,153,134,140,Yes)++,,
1`(46,Agriculture,36,752,906,155,167,147,169,94,174,Yes)++,,
1`(47,Agriculture,32,800,852,136,163,90,159,154,150,Yes)++,,
1`(48,Agriculture,65,929,849,164,153,152,129,156,0,Yes)++,,
1`(49,Agriculture,75,904,865,150,165,140,180,44,145,Yes)++,,
1`(51,Agriculture,54,940,960,166,153,89,191,180,181,Yes)++,,
1`(53,Agriculture,52,924,753,130,102,125,148,0,0,Yes)++,,
1`(59,Agriculture,56,904,985,169,153,46,188,192,191,Yes)++,,
1`(62,Agriculture,63,836,827,130,173,141,145,161,77,Yes)++,,
1`(63,Agriculture,32,855,785,151,124,143,150,125,46,No)++,,
1`(65,Agriculture,56,904,985,169,153,46,188,192,191,Yes)++,,
1`(67,Agriculture,51,650,700,151,117,41,106,129,112,Yes)++,,
1`(68,Agriculture,53,671,759,141,110,44,153,117,147,Yes)++,,
1`(69,Agriculture,50,757,727,166,83,119,125,47,44,Yes)++,,
1`(71,Agriculture,45,850,837,134,125,39,172,148,180,Yes)++,,
1`(72,Agriculture,59,952,938,175,177,177,173,0,0,Yes)++,,
1`(75,Agriculture,52,615,1100,118,0,0,0,0,0,Yes)++,,
1`(77,Agriculture,50,722,843,0,0,0,0,0,0,Yes)++,,
1`(78,Agriculture,57,737,715,162,108,126,131,38,0,Yes)++,,
1`(79,Agriculture,43,778,786,127,45,97,141,43,150,Yes)++,,
1`(81,Agriculture,0,864,735,117,160,125,135,103,47,No)++,,
1`(84,Agriculture,69,903,883,157,42,45,176,154,170,Yes)++,,
1`(87,Agriculture,55,898,749,151,157,95,121,0,0,Yes)++,,
1`(88,Agriculture,41,865,832,0,0,0,0,0,0,Yes)++,,
1`(89,Agriculture,50,916,840,143,152,44,154,128,178,Yes)++,,
1`(96,Agriculture,50,843,705,144,106,102,130,0,0,Yes)++,,
1`(97,Agriculture,52,901,950,150,140,155,150,150,0,Yes)++,,
1`(99,Agriculture,47,851,926,175,171,151,45,172,46,Yes)++,,
1`(100,Agriculture,34,762,773,62,45,79,69,44,56,No)++,,
1`(101,Agriculture,0,949,805,144,149,120,150,0,0,No)++,,
1`(104,Agriculture,0,867,851,0,0,0,0,0,0,No)++,,
1`(105,Agriculture,38,905,863,0,0,0,0,0,0,Yes)++,,
1`(106,Agriculture,45,730,763,123,133,134,131,0,0,Yes)++,,
1`(113,Agriculture,50,740,750,135,137,44,122,122,148,Yes)++,,
1`(115,Agriculture,65,887,974,187,193,174,166,160,0,Yes)++,,
1`(118,Agriculture,57,896,856,148,149,44,178,144,149,Yes)++,,
1`(119,Agriculture,69,756,807,137,157,139,169,119,47,Yes)++,,
1`(120,Agriculture,58,915,795,0,0,0,0,0,0,Yes)++,,
1`(123,Agriculture,51,662,731,96,134,141,136,0,0,Yes)++,,
1`(124,Agriculture,54,805,701,141,104,110,117,145,44,Yes)++,,
1`(125,Agriculture,63,820,867,0,0,0,0,0,0,Yes)++,,
1`(127,Agriculture,55,764,751,0,0,0,0,0,0,Yes)++,,
1`(128,Agriculture,42,646,757,139,115,148,138,125,0,Yes)++,,
1`(129,Agriculture,68,1002,1019,93,0,0,0,0,0,No)++,,
1`(130,Agriculture,54,925,813,160,44,49,124,147,143,Yes)++,,
1`(132,Agriculture,68,1002,1019,93,0,0,0,0,0,No)++,,
1`(133,Agriculture,52,901,950,150,140,155,150,150,0,Yes)++,,
1`(134,Agriculture,56,861,876,0,0,0,0,0,0,Yes)++,,
1`(135,Agriculture,56,651,820,159,41,158,161,44,146,Yes)++,,
1`(136,Agriculture,50,900,757,0,0,0,0,0,0,Yes)++,,
1`(138,Agriculture,48,861,889,0,0,0,0,0,0,Yes)++,,
1`(139,Agriculture,57,912,828,160,160,162,162,130,48,Yes)++,,
1`(140,Agriculture,46,891,779,161,137,110,151,136,40,Yes)++,,
1`(141,Agriculture,52,855,763,139,145,120,147,125,0,Yes)++,,
1`(142,Agriculture,61,707,827,158,139,152,134,152,46,Yes)++,,
1`(144,Agriculture,52,926,854,149,141,43,151,41,162,Yes)++,,
1`(145,Agriculture,56,728,698,128,140,103,113,34,137,Yes)++,,
1`(146,Agriculture,52,788,768,153,105,159,0,151,0,Yes)++,,
1`(147,Agriculture,54,785,748,109,145,163,127,134,31,Yes)++,,
1`(148,Agriculture,44,662,704,144,143,106,98,44,135,No)++,,
1`(149,Agriculture,46,615,729,122,0,0,0,0,0,Yes)++,,
1`(150,Agriculture,53,840,854,166,144,164,0,156,0,Yes)++,,
1`(151,Agriculture,50,854,830,134,125,155,171,154,91,Yes)++,,
1`(152,Agriculture,54,819,837,138,121,45,174,155,158,Yes)++,,
1`(153,Agriculture,50,904,843,146,167,139,150,157,43,Yes)++,,
1`(154,Agriculture,50,892,730,0,0,0,0,0,0,Yes)++,,
1`(156,Agriculture,52,868,729,153,115,106,116,148,49,Yes)++,,
1`(158,Agriculture,44,640,752,135,138,145,115,44,130,Yes)++,,
1`(159,Agriculture,57,738,715,134,127,129,122,127,40,No)++,,
1`(160,Agriculture,42,746,798,142,129,46,134,150,152,Yes)++,,
1`(161,Agriculture,53,854,819,144,155,44,169,132,137,Yes)++,,
1`(162,Agriculture,57,878,757,142,132,43,123,153,126,Yes)++,,
1`(163,Agriculture,54,800,855,178,164,153,155,120,43,Yes)++,,
1`(164,Agriculture,48,764,898,163,156,171,171,0,0,Yes)++,,
1`(165,Agriculture,67,928,865,0,0,0,0,0,0,Yes)++,,
1`(166,Agriculture,40,728,742,0,0,0,0,0,0,Yes)++,,
1`(167,Agriculture,46,768,707,151,122,111,0,90,0,No)++,,
1`(168,Agriculture,46,787,735,114,148,151,111,0,0,Yes)++,,
1`(169,Agriculture,52,738,794,114,129,160,161,141,48,Yes)++,,
1`(170,Agriculture,55,881,783,0,0,0,0,0,0,Yes)++,,
1`(171,Agriculture,51,731,717,126,113,127,142,0,0,Yes)++,,
1`(173,Agriculture,44,681,819,148,157,124,167,150,0,Yes)++,,
1`(174,Agriculture,44,807,802,162,164,41,151,130,109,Yes)++,,
1`(175,Agriculture,48,740,730,131,112,44,129,136,138,Yes)++,,
1`(176,Agriculture,65,715,809,125,152,142,160,0,0,Yes)++,,
1`(177,Agriculture,58,823,877,160,166,47,158,151,149,Yes)++,,
1`(180,Agriculture,51,756,840,145,153,149,174,0,0,Yes)++,,
1`(181,Agriculture,50,921,756,143,150,143,100,127,44,Yes)++,,
1`(182,Agriculture,57,819,805,111,152,168,125,165,46,Yes)++,,
1`(183,Agriculture,65,751,765,118,163,40,147,108,151,Yes)++,,
1`(184,Agriculture,56,777,800,130,80,120,45,150,76,Yes)++,,
1`(186,Agriculture,74,787,931,154,170,171,169,46,181,Yes)++,,
1`(188,Agriculture,47,738,702,0,0,0,0,0,0,Yes)++,,
1`(191,Agriculture,56,904,873,155,133,157,179,45,160,Yes)++,,
1`(192,Agriculture,50,616,754,162,91,40,146,151,116,Yes)++,,
1`(193,Agriculture,50,799,858,147,158,151,144,47,164,Yes)++,,
1`(194,Agriculture,42,806,745,141,118,47,122,145,127,Yes)++,,
1`(196,Agriculture,50,781,826,0,0,0,0,0,0,Yes)++,,
1`(198,Agriculture,45,844,765,146,126,45,156,116,130,Yes)++,,
1`(200,Agriculture,0,775,863,179,158,120,157,164,0,No)++,,
1`(201,Agriculture,52,826,795,0,0,0,0,0,0,Yes)++,,
1`(202,Agriculture,47,873,841,150,178,47,106,134,180,Yes)++,,
1`(203,Agriculture,65,931,877,153,141,171,164,166,41,Yes)++,,
1`(204,Agriculture,27,882,853,148,150,156,96,162,141,Yes)++,,
1`(206,Agriculture,38,876,779,138,137,140,156,121,44,Yes)++,,
1`(210,Agriculture,63,631,721,129,121,123,139,117,92,Yes)++,,
1`(213,Agriculture,0,840,796,155,133,91,125,152,140,No)++,,
1`(215,Agriculture,40,823,702,109,42,42,122,108,142,No)++,,
1`(216,Agriculture,0,760,783,139,104,41,139,159,156,No)++,,
1`(217,Agriculture,53,724,772,141,150,122,126,42,153,Yes)++,,
1`(219,Agriculture,79,642,704,0,0,0,0,0,0,Yes)++,,
1`(220,Agriculture,61,902,837,0,0,0,0,0,0,Yes)++,,
1`(221,Agriculture,43,851,737,137,142,43,110,131,129,Yes)++,,
1`(224,Agriculture,100,915,780,155,126,80,131,148,140,No)++,,
1`(225,Agriculture,48,861,780,162,115,157,143,112,91,Yes)++,,
1`(227,Agriculture,51,875,699,144,120,90,141,124,0,Yes)++,,
1`(228,Agriculture,47,689,722,111,140,129,130,0,0,Yes)++,,
1`(229,Agriculture,0,617,822,151,119,155,166,144,0,No)++,,
1`(230,Agriculture,54,885,892,150,158,160,174,168,35,Yes)++,,
