1`(11,Agriculture,45,729,700,155,0,131,0,123,0,Yes)++,,
1`(18,Agriculture,56,895,893,165,153,179,145,162,42,Yes)++,,No = 0
1`(21,Agriculture,45,931,861,174,157,156,145,46,40,Yes)++,,Yes = 118
1`(25,Agriculture,59,926,828,169,151,156,143,120,43,Yes)++,,
1`(34,Agriculture,65,941,857,155,173,159,124,170,0,Yes)++,,
1`(35,Agriculture,43,865,789,133,135,173,121,138,43,Yes)++,,
1`(37,Agriculture,65,920,874,152,179,159,160,0,0,Yes)++,,
1`(40,Agriculture,45,877,782,145,143,156,133,124,39,Yes)++,,
1`(48,Agriculture,65,929,849,164,153,152,129,156,0,Yes)++,,
1`(49,Agriculture,75,904,865,150,165,140,180,44,145,Yes)++,,
1`(62,Agriculture,63,836,827,130,173,141,145,161,77,Yes)++,,
1`(72,Agriculture,59,952,938,175,177,177,173,0,0,Yes)++,,
1`(97,Agriculture,52,901,950,150,140,155,150,150,0,Yes)++,,
1`(99,Agriculture,47,851,926,175,171,151,45,172,46,Yes)++,,
1`(106,Agriculture,45,730,763,123,133,134,131,0,0,Yes)++,,
1`(115,Agriculture,65,887,974,187,193,174,166,160,0,Yes)++,,
1`(119,Agriculture,69,756,807,137,157,139,169,119,47,Yes)++,,
1`(123,Agriculture,51,662,731,96,134,141,136,0,0,Yes)++,,
1`(128,Agriculture,42,646,757,139,115,148,138,125,0,Yes)++,,
1`(133,Agriculture,52,901,950,150,140,155,150,150,0,Yes)++,,
1`(135,Agriculture,56,651,820,159,41,158,161,44,146,Yes)++,,
1`(139,Agriculture,57,912,828,160,160,162,162,130,48,Yes)++,,
1`(142,Agriculture,61,707,827,158,139,152,134,152,46,Yes)++,,
1`(146,Agriculture,52,788,768,153,105,159,0,151,0,Yes)++,,
1`(147,Agriculture,54,785,748,109,145,163,127,134,31,Yes)++,,
1`(150,Agriculture,53,840,854,166,144,164,0,156,0,Yes)++,,
1`(151,Agriculture,50,854,830,134,125,155,171,154,91,Yes)++,,
1`(153,Agriculture,50,904,843,146,167,139,150,157,43,Yes)++,,
1`(158,Agriculture,44,640,752,135,138,145,115,44,130,Yes)++,,
1`(163,Agriculture,54,800,855,178,164,153,155,120,43,Yes)++,,
1`(164,Agriculture,48,764,898,163,156,171,171,0,0,Yes)++,,
1`(168,Agriculture,46,787,735,114,148,151,111,0,0,Yes)++,,
1`(169,Agriculture,52,738,794,114,129,160,161,141,48,Yes)++,,
1`(176,Agriculture,65,715,809,125,152,142,160,0,0,Yes)++,,
1`(180,Agriculture,51,756,840,145,153,149,174,0,0,Yes)++,,
1`(181,Agriculture,50,921,756,143,150,143,100,127,44,Yes)++,,
1`(182,Agriculture,57,819,805,111,152,168,125,165,46,Yes)++,,
1`(186,Agriculture,74,787,931,154,170,171,169,46,181,Yes)++,,
1`(191,Agriculture,56,904,873,155,133,157,179,45,160,Yes)++,,
1`(193,Agriculture,50,799,858,147,158,151,144,47,164,Yes)++,,
1`(203,Agriculture,65,931,877,153,141,171,164,166,41,Yes)++,,
1`(225,Agriculture,48,861,780,162,115,157,143,112,91,Yes)++,,
1`(230,Agriculture,54,885,892,150,158,160,174,168,35,Yes)++,,
1`(231,Agriculture,77,935,843,132,160,170,138,153,0,Yes)++,,
1`(237,Agriculture,49,747,825,145,138,143,155,151,93,Yes)++,,
1`(255,Agriculture,56,855,781,151,147,151,122,0,0,Yes)++,,
